Name,Author,Publisher,Rating,Review Count,Sale Rank,Original Price,Sale Price,category
나는 소망한다 내게 금지된 것을,양귀자 저,쓰다,9.7,452,"| 판매지수 51,687 판매지수란?","15,000원","13,500원",한국소설
브람스를 좋아하세요...,프랑수아즈 사강 저/김남주 역,민음사,9.1,711,"| 판매지수 42,123 판매지수란?","8,500원","7,650원",프랑스소설
"낭만 수의사, 희망을 처방합니다",린리신 저/차혜정 역/홍성현 감수,모모,9.9,32,"| 판매지수 23,511 판매지수란?","17,000원","15,300원",테마소설
데일리 대드,라이언 홀리데이 저/이현주 역,청림Life,9.4,20,"| 판매지수 36,513 판매지수란?","19,000원","17,100원",자녀교육
당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어 저/김욱 역,포레스트북스,9.2,391,"| 판매지수 245,220 판매지수란?","17,500원","15,750원",인문/교양
더 레이저,정주영 저,메가믹스스튜디오,9.7,14,"| 판매지수 30,966 판매지수란?","19,800원","17,820원",처세술/삶의 자...
2024 시대에듀 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 7.0,유창호 편저,시대고시기획 시대교육,8.9,11,"| 판매지수 27,249 판매지수란?","55,000원","49,500원",경제/금융/회계/...
석가모니 인생수업 : 석가모니가 세상에 남긴 삶의 지혜,석가모니 저 / 김지민 편,하이스트,9.1,32,"| 판매지수 44,499 판매지수란?","17,500원","15,750원",인문/교양
"2024 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화 (1,2,3급)",최태성 저,이투스북,9.9,86,"| 판매지수 224,229 판매지수란?","19,500원","17,550원",한국사능력검정...
부는 어디에서 오는가,월리스 와틀스 저/이수정 역,더스토리,8.9,23,"| 판매지수 7,932 판매지수란?","15,000원","13,500원",경제
아주 작은 습관의 힘,제임스 클리어 저/이한이 역,비즈니스북스,9.4,907,"| 판매지수 111,183 판매지수란?","16,000원","14,400원",성공학/경력관리
마음이 부자인 아이는 어떻게 성장하는가,박소영 저,북크레용,9.9,84,"| 판매지수 18,150 판매지수란?","19,800원","17,820원",육아
몬스터 1,넬레 노이하우스 저/전은경 역,북로드,9.8,31,"| 판매지수 23,118 판매지수란?","16,800원","15,120원",독일소설
브레인 에너지,크리스토퍼 M. 팔머 저/이한나 역,심심,9.9,20,"| 판매지수 17,559 판매지수란?","23,000원","20,700원",생명과학
사라진 근대사 100장면 ① 몰락의 시대,박종인 저,와이즈맵,9.8,9,"| 판매지수 22,524 판매지수란?","19,800원","17,820원",한국사/한국문화
2025 문동균 한국사 기출은 문동균,문동균 편저,에스티유니타스,10.0,47,"| 판매지수 31,176 판매지수란?","30,000원","27,000원",공무원
착! 붙는 일본어 독학 첫걸음,일본어 공부기술연구소 저,시사일본어사,9.9,63,"| 판매지수 48,666 판매지수란?","16,800원","15,120원",일본어
아몬드 (청소년판),손원평 저,다즐링,9.6,81,"| 판매지수 70,221 판매지수란?","16,800원","15,120원",청소년 문학
몬스터 2,넬레 노이하우스 저/전은경 역,북로드,10.0,15,"| 판매지수 21,567 판매지수란?","16,800원","15,120원",독일소설
말투만 바꿨을 뿐인데,김민성 저,프로파일러 북스,10.0,135,"| 판매지수 33,978 판매지수란?","17,800원","16,020원",처세술/삶의 자...
불가항력의 I LOVE YOU 1,호시노 미즈키 글그림/김서은 역,서울미디어코믹스(서울문화사),9.9,71,"| 판매지수 17,541 판매지수란?","6,000원","5,400원",로맨스
밝은 밤,최은영 저,문학동네,9.7,"1,107","| 판매지수 60,231 판매지수란?","15,500원","13,950원",한국소설
감정을 안아 주는 말,이현아 글/한연진 그림,한빛에듀,10.0,29,"| 판매지수 42,036 판매지수란?","16,800원","15,120원",1-2학년
불가항력의 I LOVE YOU 2,호시노 미즈키 글그림/김서은 역,서울미디어코믹스(서울문화사),9.9,56,"| 판매지수 16,275 판매지수란?","6,000원","5,400원",로맨스
내가 틀릴 수도 있습니다,비욘 나티코 린데블라드 저/토마스 산체스 그림/박미경 역,다산초당,9.3,663,"| 판매지수 85,035 판매지수란?","18,000원","16,200원",인문/교양
무한의 부,왕징 저/김우성 역,필로틱,10.0,12,"| 판매지수 14,112 판매지수란?","18,000원","16,200원",성공학/경력관리
좋은 리더를 넘어 위대한 리더로,"짐 콜린스, 빌 레지어 저/이경식 역",흐름출판,9.8,24,"| 판매지수 27,576 판매지수란?","26,000원","23,400원",경영
2025 전한길 한국사 합격생 필기노트,전한길 편저,메가스터디교육(공무원),9.9,54,"| 판매지수 35,934 판매지수란?","15,000원","13,500원",공무원
2025 SQLD 모든 것,조용학 저,아이리포,9.9,17,"| 판매지수 22,860 판매지수란?","24,000원","21,600원",OS/데이터베이스
알사탕,백희나 저,스토리보울,9.9,54,"| 판매지수 45,831 판매지수란?","15,000원","13,500원",4-6세
타이탄의 도구들 (블랙 에디션),"팀 페리스 저/박선령, 정지현 역",토네이도,9.3,"1,274","| 판매지수 123,621 판매지수란?","18,000원","16,200원",성공학/경력관리
어린 왕자,앙투안 드 생텍쥐페리 저/황현산 역,열린책들,9.6,416,"| 판매지수 55,455 판매지수란?","11,800원","10,620원",테마소설
가장 젊은 날의 철학,이충녕 저,북스톤,,,"| 판매지수 4,950 판매지수란?","18,800원","16,920원",철학/사상
[예스리커버] 나는 3학년 2반 7번 애벌레,김원아 글/이주희 그림,창비,9.7,265,"| 판매지수 98,205 판매지수란?","9,000원","8,100원",1-2학년
삶을 견디는 기쁨,헤르만 헤세 저/유혜자 역,문예춘추사,9.6,79,"| 판매지수 39,456 판매지수란?","16,800원","15,120원",외국 에세이
2025 유휘운 행정법총론 진도별 기출문제집,유휘운 저,메가스터디교육(공무원),10.0,2,"| 판매지수 25,620 판매지수란?","43,000원","38,700원",공무원
대한민국 교육트렌드 2025,교육트렌드 2025 집필팀 저,에듀니티,10.0,13,"| 판매지수 17,553 판매지수란?","30,000원","27,000원",교육
2025 해커스경찰 갓대환 형사법 기출총정리 세트,김대환 편저,해커스경찰,10.0,7,"| 판매지수 27,459 판매지수란?","91,000원","81,900원",공무원
"2022 개정 교육과정 평가, AI로 날개를 달다 (개념기반 교육과정)","지미정, 오한나, 노명호, 권의선, 김영수 저 외 4명 정보 더 보기/감추기",앤써북,9.9,17,"| 판매지수 30,609 판매지수란?","21,000원","18,900원",인공지능
소맥거핀의 인체 친구들 1,"소맥거핀 원저/서후 글/김기수 그림/박상민, 샌드박스 네트워크 감수",위즈덤하우스,10.0,31,"| 판매지수 23,289 판매지수란?","14,800원","13,320원",3-4학년
레버리지,롭 무어 저/김유미 역,다산북스,9.0,369,"| 판매지수 108,078 판매지수란?","18,000원","16,200원",경제
해커스톡 여행영어 10분의 기적,해커스 어학연구소 저,해커스어학연구소,9.5,168,"| 판매지수 75,810 판매지수란?","9,800원","8,820원",영어
28시간에 끝내는 토익스피킹 스타트,"황인기, 시원스쿨어학연구소 저",시원스쿨닷컴,9.6,253,"| 판매지수 79,710 판매지수란?","17,900원","16,110원",영어
뉴라이트 비판 (리커버),김기협 저,돌베개,,지역변경,"| 판매지수 4,980 판매지수란?","17,500원","15,750원",사회비평/비판
저주토끼,정보라 저,래빗홀,9.1,100,"| 판매지수 33,549 판매지수란?","15,800원","14,220원",장르소설
365일 명화 일력 (미니멀 리커버 에디션),김영숙 저,빅피시,10.0,6,"| 판매지수 9,969 판매지수란?","22,000원","19,800원",예술일반/예술사
군주론,니콜로 마키아벨리 저/김상근 해제/최현주 역/김상근 감수,페이지2북스,9.7,68,"| 판매지수 57,444 판매지수란?","17,000원","15,300원",서양철학
영어회화 핵심패턴 233,백선엽 저,길벗이지톡,9.4,112,"| 판매지수 51,858 판매지수란?","18,000원","16,200원",영어
키위엔 영어회화 하루 5분의 기적,박강준 저,키위엔,9.7,248,"| 판매지수 126,702 판매지수란?","19,500원","17,550원",영어
아버지의 해방일지,정지아 저,창비,9.6,954,"| 판매지수 84,780 판매지수란?","15,000원","13,500원",한국소설
종의 기원,정유정 저,은행나무,9.3,"1,999","| 판매지수 42,969 판매지수란?","16,800원","15,120원",한국소설
일러스트레이터를 위한 색과 빛 마스터 가이드북 : COLOR & LIGHT,3dtotal Publishing 저/이수영 역,영진닷컴,10.0,2,"| 판매지수 7,536 판매지수란?","32,000원","28,800원",미술
변호사 어벤저스 1,고희정 글/최미란 그림/신주영 감수,가나출판사,9.9,52,"| 판매지수 19,920 판매지수란?","15,800원","14,220원",1-2학년
마루는 강쥐 5,모죠 글그림,문페이스,,지역변경,"| 판매지수 7,665 판매지수란?","16,000원","14,400원",웹툰
자개장 할머니,안효림 글그림,소원나무,9.9,16,"| 판매지수 14,322 판매지수란?","17,000원","15,300원",4-6세
불량한 자전거 여행 4,김남중 글/오승민 그림,창비,10.0,15,"| 판매지수 22,032 판매지수란?","13,800원","12,420원",3-4학년
된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터 저,이지스퍼블리싱,9.5,57,"| 판매지수 22,410 판매지수란?","17,200원","15,480원",컴퓨터 입문/활...
"꽃길이 따로 있나, 내 삶이 꽃인 것을",오평선 저,포레스트북스,9.5,174,"| 판매지수 173,853 판매지수란?","16,800원","15,120원",그림 에세이
해커스 보카 Hackers Vocabulary,David Cho 저,해커스어학연구소,9.5,377,"| 판매지수 119,532 판매지수란?","16,900원","15,210원",영어
돈으로 살 수 없는 것들,마이클 샌델 저/안기순 역/김선욱 감수,와이즈베리,9.4,356,"| 판매지수 33,378 판매지수란?","16,000원","14,400원",사회비평/비판
예술 도둑,마이클 핀클 저/염지선 역,생각의힘,9.3,26,"| 판매지수 26,895 판매지수란?","17,800원","16,020원",예술 에세이
똑게육아,로리(김준희) 저,북로스트,9.6,178,"| 판매지수 52,359 판매지수란?","22,200원","19,980원",육아
부동산 공매의 정석,"이소라, 김헌곤 저",한국경제신문,,지역변경,"| 판매지수 4,440 판매지수란?","22,000원","19,800원",투자/재테크
오! 나의 여신님 신장판 13,후지시마 코스케 글그림,대원,10.0,1,"| 판매지수 4,440 판매지수란?","15,000원","13,500원",드라마
당뇨 잡는 사계절 저당 식단 & 도시락,임재영 저,레시피팩토리(단행),10.0,16,"| 판매지수 8,982 판매지수란?","25,000원","22,500원",요리
2024 하반기 고시넷 지역농협 6급 NCS 오픈봉투모의고사,고시넷 NCS 연구소 편저,고시넷,9.0,4,"| 판매지수 14,274 판매지수란?","26,000원","23,400원",취업/상식/적성...
슈뻘맨의 슈퍼 상식 월드컵 1,"슈뻘맨 원저/김정욱 글/이혜림 그림/어경연, 샌드박스 네트워크 감수",주니어김영사,9.9,17,"| 판매지수 22,284 판매지수란?","15,000원","13,500원",3-4학년
죽을 때까지 나를 다스린다는 것,기시미 이치로 저/김지윤 역,위즈덤하우스,9.7,57,"| 판매지수 11,217 판매지수란?","18,800원","16,920원",인문/교양
달러 전쟁,살레하 모신 저/서정아 역,위즈덤하우스,9.7,30,"| 판매지수 31,254 판매지수란?","21,000원","18,900원",경제
내 언어의 한계는 내 세계의 한계이다,김종원 저,마인드셋(Mindset),8.7,46,"| 판매지수 70,329 판매지수란?","18,800원","16,920원",서양철학
2025 에듀윌 사회복지사 1급 단원별 기출문제집,손용근 편저,에듀윌,10.0,9,"| 판매지수 20,706 판매지수란?","29,000원","26,100원",국가자격/전문사...
가장 아끼는 너에게 주고 싶은 말(블루밍 에디션),도연화 저,부크럼,9.8,52,"| 판매지수 68,934 판매지수란?","16,000원","14,400원",한국 에세이
아비투스,도리스 메르틴 저/배명자 역,다산초당,8.6,97,"| 판매지수 61,419 판매지수란?","22,000원","19,800원",인문/교양
부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코 저/신소영 역,토트출판사,8.8,"1,195","| 판매지수 105,210 판매지수란?","17,500원","15,750원",경제
은하수 잡화점 상권,잠뜰TV 원저/김수경 글/루체 그림,서울문화사,9.6,10,"| 판매지수 35,979 판매지수란?","13,000원","11,700원",3-4학년
노트북,니콜라스 스파크스 저/박설영 역,모모,9.5,16,"| 판매지수 12,774 판매지수란?","15,000원","13,500원",장르소설
홀썸의 집밥 예찬,홀썸모먼트 저,다산라이프,9.7,60,"| 판매지수 50,142 판매지수란?","25,000원","22,500원",요리
파과 (리커버),구병모 저,위즈덤하우스,9.4,533,"| 판매지수 38,958 판매지수란?","15,800원","14,220원",한국소설
찌그러져도 동그라미입니다,김창완 저,웅진지식하우스,9.6,136,"| 판매지수 125,019 판매지수란?","17,800원","16,020원",명사/연예인 에...
2024 지텔프(G-TELP) 공식 기출문제집 7회분 Level 2,G-TELP KOREA 저. / 해커스 지텔프연구소 편,챔프스터디,9.9,40,"| 판매지수 43,434 판매지수란?","24,900원","22,410원",영어
하버드 회복탄력성 수업,게일 가젤 저/손현선 역,현대지성,9.5,190,"| 판매지수 14,757 판매지수란?","16,900원","15,210원",처세술/삶의 자...
한국을 빛낸 100명의 위인들,양은환 글/수아 그림,M&Kids,9.7,117,"| 판매지수 22,242 판매지수란?","12,000원","10,800원",1-2학년
[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽 저,허블,9.4,"1,791","| 판매지수 51,564 판매지수란?","14,000원","12,600원",장르소설
방구석 미술관 (40만 부 기념 특별판),조원재 저,블랙피쉬,9.3,"1,243","| 판매지수 57,081 판매지수란?","16,800원","15,120원",미술
생각에 관한 생각,대니얼 카너먼 저/이창신 역,김영사,9.3,299,"| 판매지수 55,824 판매지수란?","29,800원","26,820원",경제
사랑에 대해 내가 아는 모든 것 (리커버 특별판),돌리 앨더튼 저/김미정 역,윌북(willbook),10.0,3,"| 판매지수 11,088 판매지수란?","17,800원","16,020원",여성 에세이
까멜리아 싸롱,고수리 저,클레이하우스,8.8,10,"| 판매지수 13,842 판매지수란?","17,800원","16,020원",장르소설
우연은 비켜 가지 않는다,줄리언 반스 저/정영목 역,다산책방,9.4,75,"| 판매지수 42,939 판매지수란?","17,500원","15,750원",영미소설
2025 써니 행정법총론,박준철 편저,지금(도서출판),9.9,70,"| 판매지수 47,466 판매지수란?","42,000원","37,800원",공무원
나는 다정한 관찰자가 되기로 했다,이은경 저,서교책방,9.6,190,"| 판매지수 154,980 판매지수란?","17,800원","16,020원",자녀교육
지구별 인간,무라타 사야카 저/최고은 역,김영사,9.3,36,"| 판매지수 20,901 판매지수란?","14,800원","13,320원",일본소설
"칵테일, 러브, 좀비",조예은 저,안전가옥,9.2,"1,073","| 판매지수 49,344 판매지수란?","13,000원","11,700원",장르소설
운동하는 사피엔스,대니얼 리버먼 저/왕수민 역,프시케의숲,10.0,2,"| 판매지수 7,764 판매지수란?","26,800원","24,120원",생명과학
태도에 관하여 (20만 부 기념 완결판),임경선 저,토스트,10.0,8,"| 판매지수 29,181 판매지수란?","18,000원","16,200원",한국 에세이
몬스터 차일드 (10만부 돌파기념 리커버),이재문 글/김지인 그림,사계절,9.7,125,"| 판매지수 81,768 판매지수란?","12,000원","10,800원",5-6학년
만화 악당의 아빠를 꼬셔라 12 한정판,달슬 원저/비아 글그림,파인툰(FineToon),,,"| 판매지수 4,170 판매지수란?","36,000원","32,400원",웹툰
2025 이기적 컴퓨터활용능력 2급 필기+실기 올인원,"홍태성, 박윤정 저",영진닷컴,10.0,1,"| 판매지수 5,994 판매지수란?","29,000원","26,100원",컴퓨터 수험서
가장 완벽한 세금 절세의 기술,"염지훈, 최승혁 저",이든하우스,10.0,12,"| 판매지수 42,030 판매지수란?","20,000원","18,000원",경영
그의 운명에 대한 아주 개인적인 생각,유시민 저,생각의길,9.2,570,"| 판매지수 287,298 판매지수란?","16,800원","15,120원",정치/외교
율의 시선,김민서 저,창비,9.7,149,"| 판매지수 43,449 판매지수란?","13,000원","11,700원",청소년 문학
2024 위포트 공기업 NCS 직업기초능력평가+직무수행능력평가 통합 기본서,위포트 연구소 저,위포트,10.0,24,"| 판매지수 26,553 판매지수란?","29,900원","26,910원",취업/상식/적성...
나에게 들려주는 예쁜 말,김종원 글/나래 그림,상상아이(상상아카데미),9.8,111,"| 판매지수 161,250 판매지수란?","16,800원","15,120원",1-2학년
고양이 해결사 깜냥 6,홍민정 글/김재희 그림,창비,9.8,224,"| 판매지수 141,564 판매지수란?","12,000원","10,800원",1-2학년
사과는 이렇게 하는 거야,데이비드 라로셀 글/마이크 우누트카 그림/이다랑 역,블루밍제이,9.9,90,"| 판매지수 47,559 판매지수란?","16,800원","15,120원",4-6세
해커스 일본어 첫걸음 히라가나 가타카나 쓰기노트,해커스 일본어연구소 저,해커스어학연구소,9.8,66,"| 판매지수 64,689 판매지수란?","8,000원","7,200원",일본어
천 개의 파랑,천선란 저,허블,9.5,994,"| 판매지수 53,274 판매지수란?","14,000원","12,600원",장르소설
페인트,이희영 저,창비,9.5,486,"| 판매지수 64,008 판매지수란?","13,000원","11,700원",청소년 문학
삐뽀삐뽀 119 소아과,하정훈 저,유니책방,9.6,391,"| 판매지수 53,868 판매지수란?","29,800원","26,820원",육아
숙론,최재천 저,김영사,8.9,73,"| 판매지수 47,082 판매지수란?","18,000원","16,200원",인문/교양
교과서가 쉬워지는 초등 역사 신문,김문영 저,청림Life,10.0,52,"| 판매지수 9,420 판매지수란?","18,000원","16,200원",5-6학년
와일드,셰릴 스트레이드 저/우진하 역,페이지2북스,9.8,22,"| 판매지수 15,861 판매지수란?","22,000원","19,800원",여성 에세이
2025 전한길 한국사 3.0 기출문제집,전한길 저,메가스터디교육(공무원),10.0,29,"| 판매지수 23,217 판매지수란?","30,000원","27,000원",공무원
원피스 ONE PIECE 108,오다 에이이치로 글그림,대원,9.7,209,"| 판매지수 68,001 판매지수란?","5,500원","4,950원",액션
고요한 우연,김수빈 저,문학동네,9.7,133,"| 판매지수 55,647 판매지수란?","12,500원","11,250원",청소년 문학
[예스리커버] 프레임,최인철 저,21세기북스,9.6,150,"| 판매지수 67,644 판매지수란?","22,000원","19,800원",처세술/삶의 자...
용의자 X의 헌신,히가시노 게이고 저/양억관 역,재인,9.5,323,"| 판매지수 48,135 판매지수란?","18,800원","16,920원",장르소설
면도날,윌리엄 서머싯 몸 저/안진환 역,민음사,9.7,207,"| 판매지수 34,329 판매지수란?","13,000원","11,700원",영미소설
소년이 온다 1 (큰글자책),한강 저,창비,6.6,7,"| 판매지수 19,956 판매지수란?","19,000원","19,000원",한국소설
이찬원의 커튼콜,조성진 저,북오션,10.0,4,"| 판매지수 10,728 판매지수란?","20,000원","18,000원",대중음악
열혈강호 91,전극진 글/양재현 그림,대원,9.6,50,"| 판매지수 34,689 판매지수란?","5,500원","4,950원",액션
츠츠츠츠,이지은 글그림,사계절,9.9,67,"| 판매지수 51,441 판매지수란?","16,800원","15,120원",4-6세
역행자 확장판,자청 저,웅진지식하우스,8.5,911,"| 판매지수 170,160 판매지수란?","19,500원","17,550원",성공학/경력관리
삐뽀삐뽀 119 이유식,하정훈 저,유니책방,9.8,113,"| 판매지수 79,971 판매지수란?","18,900원","17,010원",육아
동물농장,조지 오웰 저/도정일 역,민음사,9.5,684,"| 판매지수 66,144 판매지수란?","8,000원","7,200원",영미소설
"도망가자, 바다면 더 좋고",맺음 저,일단,9.6,5,"| 판매지수 14,865 판매지수란?","17,000원","15,300원",한국 에세이
난처한 미술 이야기 8,양정무 저,사회평론,10.0,20,"| 판매지수 19,830 판매지수란?","28,000원","25,200원",미술
0세~10세 영어 원서 필독서 100,고은영 저,센시오,10.0,12,"| 판매지수 5,322 판매지수란?","22,000원","19,800원",자녀교육
"디즈니, 픽사 베스트 컬렉션 - 인사이드 아웃 2 Inside Out 2",라이언 박 해설,길벗이지톡,10.0,11,"| 판매지수 25,191 판매지수란?","26,000원","23,400원",영어
지금 사랑한다고 말하세요,김창옥 저,수오서재,9.9,45,"| 판매지수 26,028 판매지수란?","18,000원","16,200원",처세술/삶의 자...
와일드 로봇의 보호,피터 브라운 글그림/이정희 역,거북이북스,10.0,17,"| 판매지수 17,460 판매지수란?","16,800원","15,120원",5-6학년
도시와 그 불확실한 벽,무라카미 하루키 저/홍은주 역,문학동네,9.2,664,"| 판매지수 138,357 판매지수란?","19,500원","17,550원",일본소설
일본어 문법 무작정 따라하기,후지이 아사리 저,길벗이지톡,9.5,104,"| 판매지수 51,957 판매지수란?","26,000원","23,400원",일본어
이토록 친밀한 배신자,마사 스타우트 저/이원천 역,사계절,9.7,40,"| 판매지수 12,996 판매지수란?","16,800원","15,120원",심리
"그리다가, 뭉클",이기주 저,터닝페이지,9.9,144,"| 판매지수 39,924 판매지수란?","18,500원","16,650원",예술 에세이
인형 이야기,루머 고든 글/폴린 베인스 그림/햇살과나무꾼 역,비룡소,10.0,9,"| 판매지수 15,390 판매지수란?","15,000원","13,500원",3-4학년
든든한 수프 상담소,"김은채, 김은화, 방혜리 저",피치북스,9.7,130,"| 판매지수 3,090 판매지수란?","16,800원","15,120원",한국 에세이
피벗의 시대 2025년 경제전망,김광석 저,이든하우스,8.9,7,"| 판매지수 33,111 판매지수란?","20,000원","18,000원",경제
"배당투자, 나는 50에 은퇴했다",쭈압(정영주) 저,체인지업,9.1,51,"| 판매지수 37,890 판매지수란?","19,800원","17,820원",투자/재테크
히든 픽처스,제이슨 르쿨락 저/유소영 역,문학수첩,9.7,43,"| 판매지수 20,937 판매지수란?","14,000원","12,600원",장르소설
이동 평균선 투자법,고지로 강사 저/김정환 역,이레미디어,9.1,120,"| 판매지수 63,060 판매지수란?","17,000원","15,300원",투자/재테크
흐르는 강물처럼,셸리 리드 저/김보람 역,다산책방,9.7,795,"| 판매지수 70,389 판매지수란?","17,000원","15,300원",영미소설
NEW 미꽃체 손글씨 노트,최현미 저,시원북스,9.5,107,"| 판매지수 82,149 판매지수란?","16,700원","15,030원",취미기타
네 기분은 어떤 색깔이니?,최숙희 글그림,책읽는곰,9.9,81,"| 판매지수 54,495 판매지수란?","14,000원","12,600원",4-6세
지적 대화를 위한 넓고 얕은 지식 2,채사장 저,웨일북,9.5,251,"| 판매지수 71,976 판매지수란?","16,000원","14,400원",인문/교양
긴 호흡,메리 올리버 저/민승남 역,마음산책,9.3,30,"| 판매지수 14,355 판매지수란?","13,000원","11,700원",외국 에세이
지방 대사 켜는 스위치온 다이어트,박용우 저,루미너스,9.5,131,"| 판매지수 28,569 판매지수란?","16,000원","14,400원",다이어트/미용
설민석의 그리스 로마 신화 대모험 9,"설민석, 남이담 글/라임스튜디오 그림/김헌 감수",단꿈아이,9.9,115,"| 판매지수 15,594 판매지수란?","13,000원","11,700원",1-2학년
햇빛초 대나무 숲의 모든 글이 삭제되었습니다,황지영 글/백두리 그림,우리학교,10.0,48,"| 판매지수 41,346 판매지수란?","14,500원","13,050원",3-4학년
법상의 슬기로운 생활수행,법상 저,열림원,10.0,1,"| 판매지수 4,530 판매지수란?","18,000원","16,200원",한국 에세이
곽수종 박사의 경제대예측 2025 - 2029,곽수종 저,메이트북스,9.6,25,"| 판매지수 12,063 판매지수란?","19,800원","17,820원",경제
더 디너,헤르만 코흐 저/강명순 역,민음사,10.0,5,"| 판매지수 13,221 판매지수란?","17,000원","15,300원",독일소설
사라진 근대사 100장면 ② 반동의 시대,박종인 저,와이즈맵,9.7,6,"| 판매지수 19,554 판매지수란?","19,800원","17,820원",한국사/한국문화
소맥거핀 일상 만화 1,소맥거핀 원저/윤종문 글그림/샌드박스 네트워크 감수,위즈덤하우스,9.7,19,"| 판매지수 16,161 판매지수란?","14,000원","12,600원",3-4학년
처음 읽는 그리스 로마 신화 12,최설희 글/한현동 그림/정수영 편,미래엔아이세움,9.9,88,"| 판매지수 38,676 판매지수란?","15,500원","13,950원",1-2학년
2025 선재국어 예상 기출서 1,"이선재, 선재국어연구소 편저",에스티유니타스,9.9,87,"| 판매지수 35,958 판매지수란?","23,000원","20,700원",공무원
아가미 (리커버),구병모 저,위즈덤하우스,9.5,470,"| 판매지수 25,149 판매지수란?","14,800원","13,320원",한국소설
미움받을 용기 (200만 부 기념 스페셜 에디션),"기시미 이치로, 고가 후미타케 저/전경아 역/김정운 감수",인플루엔셜,9.2,"2,192","| 판매지수 74,856 판매지수란?","15,900원","14,310원",심리
기분이 태도가 되지 말자,김수현(훈글) 저,하이스트,8.8,132,"| 판매지수 76,740 판매지수란?","16,000원","14,400원",삶의 자세와 지...
JLPT(일본어능력시험) 한권으로 끝내기 N5,"이치우, 이한나 저",다락원,9.7,71,"| 판매지수 47,997 판매지수란?","27,000원","24,300원",일본어
ETS 토익 단기공략 850+ (LC+RC),ETS 저,YBM(와이비엠),9.6,109,"| 판매지수 55,440 판매지수란?","19,500원","17,550원",영어
어디 있을까? 숨은그림찾기 1000,레이크 프레스 기획,길벗스쿨,9.7,167,"| 판매지수 75,696 판매지수란?","8,800원","7,920원",4-6세
어떻게 말해줘야 할까,오은영 저/차상미 그림,김영사,9.7,858,"| 판매지수 41,064 판매지수란?","19,800원","17,820원",육아
수레바퀴 아래서 : 오리지널 초판본 표지디자인,헤르만 헤세 저,코너스톤(도서),9.6,136,"| 판매지수 43,680 판매지수란?","7,500","3,300원",독일소설
행복의 조건,조지 베일런트 저/이시형 감수,프런티어,9.2,146,"| 판매지수 9,702 판매지수란?","19,000원","17,100원",인문/교양
미국을 안다는 착각,김봉중 저,빅피시,9.7,19,"| 판매지수 10,164 판매지수란?","18,800원","16,920원",정치/외교
2025 이동기 영어 실전 어휘&생활영어 200제,(주)이앤미래(이동기) 편저,에스티유니타스,10.0,11,"| 판매지수 19,458 판매지수란?","18,000원","16,200원",공무원
늪 100층짜리 집,이와이 도시오 글그림/김숙 역,북뱅크,9.8,83,"| 판매지수 47,565 판매지수란?","15,000원","13,500원",4-6세
